,source_name,event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,country_name,country_code,longitude,latitude,continent
9784,CONRED,2015-09-27,5km,landslide,rain,2,0.0,Guatemala,GT,-90.5119,14.6219,NA
9787,peruviantimes,2012-02-15,5km,mudslide,downpour,2,3.0,Peru,PE,-78.0834,-8.5348,SA
9788,irontontribune,2011-05-11,10km,landslide,downpour,1,0.0,United States,US,-82.5453,38.4458,NA
9790,reliefweb.int,2012-11-18,5km,landslide,rain,3,2.0,Indonesia,ID,107.5524,-7.0089,AS
9792,EL HERALDO,2014-10-07,50km,landslide,rain,2,6.0,Colombia,CO,-73.8715,10.4741,SA
9794,Borneo Post,2015-01-18,50km,landslide,downpour,2,0.0,Malaysia,MY,110.2726,1.1188,AS
9795,pittsburghlive,2011-05-19,1km,landslide,downpour,1,0.0,United States,US,-79.7401,40.5071,NA
9796,themapleleafer,2010-12-12,exact,landslide,downpour,1,0.0,United States,US,-122.2791,47.7174,NA
9797,marinij,2012-03-31,5km,landslide,downpour,1,0.0,United States,US,-122.6035,37.9051,NA
9798,losangeles.cbslocal,2011-03-20,1km,complex,downpour,2,0.0,United States,US,-118.6189,34.1574,NA
9799,ventnorblog.com,2010-05-11,5km,landslide,downpour,2,0.0,United Kingdom,GB,-1.2974,50.581,EU
9800,google,2010-09-04,10km,landslide,downpour,2,10.0,Guatemala,GT,-90.8267,14.651,NA
9801,wkyt,2011-07-18,5km,mudslide,rain,2,0.0,United States,US,-83.1777,40.1793,NA
9802,hawkesbaytoday,2011-04-27,5km,mudslide,earthquake,2,0.0,New Zealand,NZ,176.989,-39.7902,OC
9805,willcoxrangenews,2011-07-15,25km,debris_flow,rain,2,0.0,United States,US,-110.2541,31.3456,NA
9806,One India,2007-08-14,50km,complex,downpour,4,52.0,India,IN,73.6106,26.2208,AS
9807,smh,2011-01-12,25km,mudslide,downpour,3,13.0,Brazil,BR,-46.6574,-23.4242,SA
9810,Manila Bulliten,2016-04-22,25km,landslide,rain,1,3.0,Philippines,PH,126.1736,8.504,AS
9811,chinadaily,2012-04-01,10km,landslide,rain,2,2.0,China,CN,113.146,39.3838,AS
9813,Jakarta Post,2014-12-11,10km,landslide,monsoon,1,0.0,Indonesia,ID,109.7188,-7.2954,AS
9815,The Irrawaddy,2014-07-22,5km,mudslide,downpour,2,5.0,Myanmar [Burma],MM,97.5634,24.7594,AS
9816,english.cri.cn,2013-01-27,25km,landslide,rain,3,11.0,Indonesia,ID,100.1682,-0.2122,AS
9817,Athens News Agency,2009-12-17,10km,rock_fall,rain,2,0.0,Greece,GR,22.5703077,39.87523711,EU
9818,Ecns,2015-08-22,50km,rock_fall,rain,2,12.0,China,CN,105.7794,23.6244,AS
9819,www.thehimalayantimes.com,2013-06-10,25km,landslide,downpour,2,0.0,Nepal,NP,83.4946,28.375999999999998,AS
9821,newsinenglish,2011-06-10,unknown,mudslide,downpour,2,0.0,Norway,NO,8.8143,60.5805,EU
9822,laht,2010-11-13,5km,mudslide,downpour,2,4.0,Colombia,CO,-75.7311,5.3391,SA
9823,tv.repubblica,2010-10-31,5km,landslide,downpour,2,0.0,Italy,IT,9.8792,44.1473,EU
9824,wtae,2011-05-19,10km,landslide,downpour,1,0.0,United States,US,-79.5358,40.2357,NA
9825,9wsyr,2010-09-30,5km,mudslide,tropical_cyclone,1,0.0,United States,US,-76.0909,42.5363,NA
9827,dawn,2010-07-29,25km,landslide,rain,3,17.0,Pakistan,PK,72.7056,35.0111,AS
9828,HImalayan Times,2014-08-04,10km,landslide,downpour,2,6.0,Nepal,NP,87.2739,27.4083,AS
9830,Nacion,2014-08-10,25km,rock_fall,rain,1,0.0,Costa Rica,CR,-84.4693,9.9189,NA
9831,newindianexpress.com,2013-11-17,5km,rock_fall,downpour,2,0.0,India,IN,79.3439,13.6529,AS
9834,Trains!Trains!Trains!,2016-10-05,5km,landslide,rain,2,0.0,United States,US,-72.6672,44.1292,NA
9837,headlinesindia,2009-05-26,25km,landslide,tropical_cyclone,2,14.0,India,IN,88.26522126,27.04357147,AS
9838,vvdailypress,2011-09-13,50km,landslide,downpour,2,0.0,United States,US,-117.6418,34.4461,NA
9840,Townhall,2015-04-28,5km,landslide,snowfall_snowmelt,3,52.0,Afghanistan,AF,70.2202,37.885999999999996,AS
9842,deltacountyindependent,2011-07-12,5km,mudslide,downpour,1,0.0,United States,US,-107.59200000000001,38.8685,NA
9843,sundaytimes.lk,2011-05-27,5km,landslide,downpour,2,1.0,Sri Lanka,LK,80.207,7.2097,AS
9844,tvn,2015-06-21,10km,landslide,rain,1,0.0,Panama,PA,-82.1867,8.907,NA
9845,chillicothegazette,2011-04-24,1km,mudslide,downpour,2,0.0,United States,US,-83.0697,38.71,NA
9846,channel6newsonline.com,2011-07-13,unknown,landslide,downpour,2,0.0,North Korea,KP,125.4071,39.935,AS
9847,The Telegraph,2016-04-11,5km,creep,downpour,2,0.0,United Kingdom,GB,-2.4461,50.6221,EU
9850,Himalayan Times,2016-07-31,50km,landslide,continuous_rain,2,0.0,Nepal,NP,86.775,27.1748,AS
9851,google,2009-09-29,10km,mudslide,tropical_cyclone,1,13.0,Vietnam,VN,107.8584,14.5179,AS
9852,www.greaterkashmir.com,2013-06-11,unknown,landslide,rain,1,0.0,India,IN,76.6702,31.4881,AS
9853,news.pia.gov.ph,2013-08-12,25km,landslide,tropical_cyclone,2,1.0,Philippines,PH,120.5811,16.2852,AS
9855,SBS (Special Broadcasting Service),2016-07-31,unknown,landslide,monsoon,2,40.0,Nepal,NP,83.8669,28.0095,AS
9856,Red Cross - Field reports,2007-07-28,unknown,landslide,downpour,2,4.0,Indonesia,ID,120.413,0.777,AS
9857,fresnobee,2010-01-22,10km,mudslide,downpour,1,0.0,United States,US,-120.1521,35.774,NA
9858,maps.google.com,2010-04-06,exact,landslide,downpour,2,0.0,Brazil,BR,-43.3857,-22.9131,SA
9859,The Times of India,2015-07-24,25km,landslide,continuous_rain,1,0.0,India,IN,78.1045,30.4528,AS
9860,news.yahoo,2012-03-17,5km,mudslide,rain,1,0.0,United States,US,-121.1147,38.8549,NA
9861,Correspondence with Wilfried Strauch,2014-06-23,exact,landslide,continuous_rain,2,0.0,Nicaragua,NI,-84.80799999999999,12.3521,NA
9863,WVNS,2015-03-05,5km,mudslide,rain,1,0.0,United States,US,-81.2565,37.7028,NA
9865,ibnlive.in,2011-06-02,10km,landslide,downpour,2,0.0,India,IN,77.0696,10.0838,AS
9867,denverpost,2011-01-06,5km,mudslide,downpour,2,2.0,Brazil,BR,-46.4614,-23.6687,SA
9868,Huffington Post,2014-12-02,5km,debris_flow,rain,2,0.0,United States,US,-118.9858,34.1946,NA
9869,Global News,2016-10-24,10km,rock_fall,construction,2,0.0,Canada,CA,-116.4362,51.4197,NA
9871,Astro Awani,2015-11-16,exact,landslide,downpour,2,0.0,Malaysia,MY,101.7036,3.1497,AS
9872,Saharas Samay,2007-07-19,25km,landslide,rain,2,6.0,India,IN,91.7986,26.1699,AS
9873,Dawn,2015-01-20,5km,landslide,downpour,2,2.0,Pakistan,PK,67.3799,30.6218,AS
9879,bworldonline,2011-01-18,25km,landslide,downpour,2,0.0,Philippines,PH,124.7962,6.3879,AS
9889,bworldonline,2011-01-18,25km,landslide,downpour,2,0.0,Philippines,PH,124.7333,6.3666,AS
9918,Inquirer.net,2009-01-15,5km,landslide,downpour,2,0.0,Philippines,PH,125.4782,7.1426,AS
9939,Inquirer.net,2014-01-12,10km,landslide,tropical_cyclone,2,0.0,Philippines,PH,125.9667,7.6,AS
10005,The Press Democrat,2011-02-17,unknown,landslide,downpour,1,0.0,United States,US,-122.9542,38.4738,NA
10019,The Press Democrat,2011-03-25,1km,landslide,downpour,2,0.0,United States,US,-122.9955,38.5037,NA
8,MagicValley.com,2007-09-05,5km,mudslide,rain,2,0.0,United States,US,-114.4194,43.6846,NA
48,Alaska Business,2009-09-20,10km,mudslide,downpour,2,0.0,United States,US,-132.7269,56.5561,NA
49,Alaska Business,2009-09-22,5km,mudslide,downpour,2,0.0,United States,US,-132.7348,56.5692,NA
50,Alaska Business,2009-09-22,5km,mudslide,downpour,2,0.0,United States,US,-132.5617,56.5787,NA
97,Bonners Ferry Herald,2012-05-02,10km,landslide,downpour,3,0.0,United States,US,-124.01,42.9744,NA
98,Hindustan Times,2012-09-18,1km,landslide,downpour,2,1.0,India,IN,77.1029,31.0226,AS
100,Hindustan Times,2012-09-19,10km,landslide,downpour,3,4.0,India,IN,88.605,27.6558,AS
101,Vibe Ghana,2012-10-19,unknown,landslide,downpour,2,1.0,Ghana,GH,-0.9992,5.5779,AF
103,thetobagonews,2012-12-25,5km,landslide,rain,2,3.0,Trinidad and Tobago,TT,-60.55,11.3169,NA
456,Oheraldo news,2007-07-28,5km,landslide,rain,2,2.0,India,IN,73.8277,15.4014,AS
459,My Opera,2007-01-03,unknown,complex,rain,2,4.0,Peru,PE,-75.4267,-10.3838,SA
463,nepalnews,2008-07-24,50km,landslide,downpour,2,2.0,Nepal,NP,81.3333,29.0833,AS
465,660news,2012-07-17,50km,landslide,downpour,2,1.0,Canada,CA,-117.6582,49.3265,NA
477,Topix,2012-11-13,25km,landslide,rain,3,7.0,Brazil,BR,-42.5329,-22.2815,SA
493,RadioAustralia.net,2007-07-10,50km,landslide,rain,2,2.0,Philippines,PH,125.4498,7.8098,AS
499,seattletimes.com,2012-07-14,25km,landslide,rain,2,0.0,United States,US,-121.6406,45.7153,NA
503,2.pasadenastarnews,2008-05-23,5km,mudslide,downpour,1,0.0,United States,US,-118.0459,34.1742,NA
504,NBC 4 news,2007-03-02,1km,landslide,rain,1,0.0,United States,US,-77.2682,38.6009,NA
507,Himalayan Times,2011-07-16,5km,landslide,rain,2,3.0,Nepal,NP,84.06527738,27.99134853,AS
509,thewestonmercury,2012-11-21,5km,landslide,rain,2,2.0,United Kingdom,GB,-2.9339,51.3255,EU
516,www.globalpost.com,2013-02-03,25km,landslide,rain,4,48.0,Switzerland,CH,6.852,46.7191,EU
522,aserra.com.br,2013-12-11,5km,landslide,downpour,1,1.0,Brazil,BR,-43.2087,-22.5444,SA
523,ticotimes,2008-10-12,25km,landslide,downpour,2,1.0,Costa Rica,CR,-84.397,9.764,NA
526,gmanews,2008-09-23,50km,complex,tropical_cyclone,2,3.0,Philippines,PH,120.6,18.23,AS
534,UK-BBC.com,2007-02-13,10km,landslide,rain,1,0.0,United Kingdom,GB,-4.9527,50.4444,EU
541,Dispatch.com,2007-12-26,25km,landslide,rain,3,8.0,Indonesia,ID,111.1835,-7.6511,AS
545,aberdeen.co.uk,2007-08-06,5km,landslide,rain,2,2.0,United Kingdom,GB,-2.2651,57.6778,EU
551,CNN.com,2007-12-03,50km,mudslide,rain,2,0.0,United States,US,-123.1628,47.3434,NA
571,People's Daily,2012-05-03,unknown,landslide,snowfall_snowmelt,2,7.0,China,CN,85.9742,27.978,AS
584,reliefweb,2008-05-29,unknown,landslide,tropical_cyclone,2,2.0,Costa Rica,CR,-85.3555,10.4024,NA
591,Craigdailypress.com,2007-09-06,1km,mudslide,rain,1,0.0,United States,US,-106.8295,40.4613,NA
604,kpic.com,2007-12-04,5km,complex,rain,2,1.0,United States,US,-123.8673,43.6768,NA
608,newsinfo.inquirer,2012-06-19,5km,landslide,downpour,2,1.0,Philippines,PH,120.8299,16.5505,AS
609,Source: Matthew Crawford (KGS),2009-05-11,5km,landslide,downpour,1,0.0,United States,US,-82.4322,37.4072,NA
626,first-thoughts.org,2012-07-06,25km,landslide,rain,2,0.0,United States,US,-105.3054,40.6862,NA
630,wenatcheeworld.com,2008-08-19,10km,mudslide,rain,1,0.0,United States,US,-120.0477,48.3455,NA
635,Daily News and Analysis,2011-02-13,25km,landslide,rain,2,2.0,India,IN,75.1921061,33.33875958,AS
638,MandC,2007-02-27,5km,complex,rain,2,1.0,United States,US,-122.4629,37.7923,NA
646,www.mountainx.com,2013-07-04,1km,landslide,downpour,2,0.0,United States,US,-82.5412,35.6057,NA
651,thewestonmercury,2012-09-26,5km,mudslide,downpour,2,2.0,United Kingdom,GB,-2.9735,51.3512,EU
668,gmanetwork,2012-12-26,5km,landslide,tropical_cyclone,2,1.0,Philippines,PH,124.9845,10.3926,AS
672,TypicallySpanish.com,2007-04-23,5km,landslide,rain,2,2.0,Spain,ES,-2.301,37.3385,EU
675,heraldnet,2008-02-11,5km,landslide,rain,2,0.0,United States,US,-121.086,47.7463,NA
680,Red Cross - Field reports,2007-06-11,unknown,mudslide,downpour,2,3.0,China,CN,116.036,27.278000000000002,AS
696,thestatesman,2008-06-20,25km,landslide,rain,2,2.0,India,IN,88.2778,26.885,AS
697,www.citizen-times.com,2013-05-06,5km,landslide,rain,2,0.0,United States,US,-82.7938,35.5429,NA
707,gazette,2012-07-09,10km,mudslide,downpour,2,0.0,United States,US,-104.9722,38.8971,NA
713,Hmar.net,2007-10-21,25km,landslide,rain,2,2.0,India,IN,93.4333,24.75,AS
716,brunei-online,2008-04-01,unknown,landslide,rain,2,5.0,Indonesia,ID,113.9171,0.1115,AS
720,www.nst.com.my,2013-05-07,5km,landslide,rain,2,3.0,Malaysia,MY,101.7022,3.1564,AS
723,www.post-gazette.com,2013-01-17,5km,mudslide,rain,2,0.0,United States,US,-80.0181,40.4239,NA
730,Thanh Nien News,2008-10-17,50km,landslide,downpour,2,2.0,Vietnam,VN,107.2327,16.5489,AS
732,newsinfo.inquirer,2008-08-04,unknown,landslide,tropical_cyclone,2,1.0,Philippines,PH,121.4196,17.4458,AS
735,www.andalusiastarnews.com,2013-08-17,1km,landslide,tropical_cyclone,1,0.0,United States,US,-86.5011,31.3077,NA
740,dailyexpress,2008-11-23,10km,landslide,downpour,2,0.0,Malaysia,MY,116.4333,6.3667,AS
743,UK Reuters - AlertNet.org,2007-05-04,10km,landslide,rain,2,3.0,Sri Lanka,LK,80.2174,6.0327,AS
746,www.thehimalayantimes.com,2013-01-21,25km,landslide,snowfall_snowmelt,2,2.0,Nepal,NP,81.8833,29.1426,AS
769,statesmanjournal,2008-01-10,5km,landslide,rain,2,0.0,United States,US,-122.3829,44.8268,NA
776,Trinidad and Tobago's Newsday,2007-12-11,5km,landslide,tropical_cyclone,1,1.0,Trinidad and Tobago,TT,-60.566,11.267000000000001,NA
778,heraldextra,2012-09-01,10km,mudslide,downpour,2,0.0,United States,US,-111.9045,40.3309,NA
779,Samachar Today,2010-08-13,5km,landslide,downpour,2,1.0,India,IN,78.61786282,30.80200029,AS
785,shetlandtimes,2012-08-19,1km,landslide,downpour,2,0.0,United Kingdom,GB,-1.2666,60.1366,EU
798,www.business-standard.com,2013-07-26,5km,landslide,rain,2,2.0,India,IN,79.2498,30.2835,AS
809,wlwt,2012-05-01,5km,landslide,downpour,2,0.0,United States,US,-84.4481,39.1229,NA
810,articles.timesofindia.indiatimes.com,2013-07-07,1km,landslide,downpour,2,1.0,India,IN,76.8521,31.9671,AS
813,The Star.com.my,2007-08-13,unknown,landslide,rain,3,9.0,Pakistan,PK,72.983,35.273,AS
818,www.harlandaily.com,2013-04-17,5km,landslide,rain,2,0.0,United States,US,-83.3698,36.8529,NA
819,vietnamnet,2007-11-05,25km,landslide,rain,2,3.0,Vietnam,VN,108.4852,15.234000000000002,AS
837,dna,2012-09-03,5km,landslide,downpour,2,1.0,India,IN,72.907,19.0397,AS
842,business-standard,2012-08-24,5km,landslide,downpour,2,1.0,India,IN,76.9312,31.709,AS
845,ibnlive.in,2012-08-18,25km,landslide,downpour,2,1.0,India,IN,77.1947,32.1797,AS
850,northindiatimes,2009-09-12,5km,landslide,downpour,1,1.0,India,IN,77.1625,31.1032,AS
860,www.countyhealth.us,2013-04-29,10km,landslide,rain,2,0.0,United States,US,-83.0299,35.6172,NA
885,pressandjournal,2009-11-06,10km,landslide,downpour,2,0.0,United Kingdom,GB,-2.417,56.7709,EU
898,www.nagalandpost.com,2013-08-17,10km,landslide,continuous_rain,2,1.0,India,IN,93.4341,24.7625,AS
908,tuoitrenews.vn,2013-01-31,5km,landslide,rain,2,3.0,Vietnam,VN,106.5408,10.0222,AS
917,www.wkyt.com,2013-03-18,10km,landslide,rain,2,0.0,United States,US,-84.4427,37.8868,NA
919,WebIndia123.com,2007-04-11,5km,landslide,downpour,2,1.0,India,IN,88.6193,27.4459,AS
925,Inquirer.net,2007-11-20,25km,landslide,tropical_cyclone,2,1.0,Philippines,PH,123.8514,10.3789,AS
933,www.ekantipur.com,2013-09-03,5km,landslide,downpour,2,2.0,Nepal,NP,83.1913,28.3922,AS
939,Los Angeles Times,2008-12-16,5km,mudslide,rain,1,0.0,United States,US,-119.65299999999999,34.453,NA
944,Kenya Broadcasting System,2007-09-07,10km,mudslide,rain,2,4.0,Kenya,KE,35.4667,1.4833,AF
946,Red Cross - Field reports,2007-07-30,25km,landslide,downpour,2,1.0,India,IN,92.899,22.533,AS
956,vaildaily,2008-04-13,5km,mudslide,rain,1,0.0,United States,US,-106.4879,39.625,NA
972,ICL,2007-05-05,50km,landslide,rain,2,2.0,Fiji,FJ,178.25,-17.56,OC
977,AP.google.com,2007-12-12,25km,landslide,tropical_cyclone,2,2.0,Puerto Rico,PR,-66.051,18.432000000000002,NA
986,kitv,2008-12-31,5km,complex,downpour,1,0.0,United States,US,-157.8143,21.3302,NA
988,ecr,2012-09-06,5km,mudslide,downpour,2,2.0,South Africa,ZA,30.9419,-29.9135,AF
993,articles.timesofindia,2012-06-03,5km,landslide,downpour,2,1.0,India,IN,92.8573,25.1175,AS
1008,Red Cross - Field reports,2007-06-27,unknown,landslide,downpour,2,1.0,Ecuador,EC,-78.148,-0.35600000000000004,SA
1022,thestar.com,2008-09-06,10km,landslide,downpour,2,0.0,Malaysia,MY,100.2487,5.345,AS
1024,United Nations Development Programme - Relief Web,2007-06-25,50km,landslide,rain,2,2.0,India,IN,75.8275,11.2738,AS
1029,Frify,2016-07-18,1km,rock_fall,rain,2,2.0,India,IN,78.4358,30.7313,AS
1031,Red Cross - Field reports,2007-06-11,10km,mudslide,downpour,2,3.0,China,CN,113.24700000000001,22.76,AS
1038,www.thehimalayantimes.com,2013-08-09,5km,landslide,downpour,2,2.0,Nepal,NP,83.5214,28.3742,AS
1051,Sikkim times.com,2007-05-23,50km,landslide,rain,2,2.0,India,IN,88.6069,27.3383,AS
1056,timesofindia.indiatimes,2008-08-10,unknown,landslide,rain,2,2.0,India,IN,73.47,18.72,AS
1075,mynews4,2012-08-20,10km,landslide,downpour,2,0.0,United States,US,-119.6457,38.8507,NA
1082,Kashmir Dispatch,2011-04-21,10km,landslide,continuous_rain,2,2.0,Pakistan,PK,73.87654867,34.11897569,AS
1085,www.ekantipur.com,2013-09-06,5km,landslide,continuous_rain,2,3.0,Nepal,NP,87.3303,26.8722,AS
1099,wiki.answers.com,2013-04-13,5km,landslide,rain,2,3.0,Solomon Islands,SB,160.1445,-9.5744,OC
1102,surviving-21st-december-2012,2010-11-13,25km,mudslide,downpour,2,1.0,Thailand,TH,98.90492974,9.465206953,AS
1103,hindustantimes,2012-08-21,5km,landslide,downpour,2,1.0,India,IN,74.9499,34.6113,AS
1115,3news.co,2008-08-25,10km,landslide,continuous_rain,2,1.0,New Zealand,NZ,174.888,-36.9929,OC
1122,aspendailynews,2008-08-07,5km,mudslide,rain,2,0.0,United States,US,-107.23,39.2,NA
1131,independent,2008-09-03,25km,mudslide,rain,2,4.0,Ireland,IE,-9.4709,52.4356,EU
1139,somalinet.com,2007-08-12,unknown,landslide,rain,2,3.0,Uganda,UG,34.2583,1.0439,AF
1150,news.pia.gov.ph,2013-08-19,10km,landslide,tropical_cyclone,2,1.0,Philippines,PH,120.7617,16.7667,AS
1160,news.xinhuanet,2012-07-07,1km,landslide,downpour,3,21.0,China,CN,102.9905,32.0637,AS
1168,newportnewstimes,2012-12-26,1km,landslide,rain,2,0.0,United States,US,-122.2146,47.8501,NA
1173,oregonlive,2012-12-20,10km,landslide,rain,2,0.0,United States,US,-122.7701,45.53,NA
1179,CBS 2 News,2007-10-14,5km,mudslide,rain,2,0.0,United States,US,-118.47,34.3778,NA
1180,www.rfa.org,2013-08-13,1km,landslide,downpour,2,1.0,Laos,LA,101.8343,19.3074,AS
1182,news.xinhuanet,2008-07-25,25km,landslide,downpour,2,5.0,China,CN,85.9757,27.982,AS
1198,idahostatesman,2012-12-02,5km,mudslide,rain,2,0.0,United States,US,-122.0471,38.7122,NA
1204,irishcentral,2012-06-17,5km,landslide,downpour,2,1.0,Ireland,IE,-10.2545,52.2351,EU
1231,www.ticotimes.net,2013-10-03,5km,landslide,mining,2,2.0,Costa Rica,CR,-84.8946,10.5543,NA
1235,newindpress,2008-02-08,25km,landslide,rain,2,2.0,India,IN,77.6092,12.9752,AS
1244,mindanews,2012-10-09,5km,landslide,rain,2,2.0,Philippines,PH,125.137,8.1469,AS
1249,personal communication,2008-05-28,5km,landslide,downpour,2,1.0,India,IN,76.8403,9.7327,AS
1278,unionleader,2008-04-29,5km,rock_fall,rain,1,0.0,United States,US,-72.0358,43.3207,NA
1280,FOX news,2007-08-19,5km,mudslide,rain,2,0.0,United States,US,-91.2806,43.68899999999999,NA
1286,The hindu.com,2007-09-06,25km,landslide,rain,3,3.0,India,IN,80.2167,29.5833,AS
1289,nbcsandiego,2008-12-17,5km,mudslide,rain,1,0.0,United States,US,-117.105,33.023,NA
1307,accuweather,2008-05-09,5km,mudslide,downpour,1,0.0,United States,US,-79.7199,36.6619,NA
1316,daijiworld,2008-08-10,50km,landslide,downpour,2,1.0,India,IN,75.605,12.6445,AS
1324,kgw,2012-10-15,5km,landslide,downpour,2,0.0,United States,US,-122.7193,45.5313,NA
1326,Trinadad Express,2007-09-01,25km,landslide,tropical_cyclone,2,2.0,Trinidad and Tobago,TT,-60.6742,11.2415,NA
1328,origin.sltrib,2008-07-22,10km,mudslide,downpour,1,0.0,United States,US,-111.96,46.67,NA
1330,www.thejakartapost.com,2013-03-25,5km,landslide,rain,3,8.0,Indonesia,ID,106.7161,-6.622000000000001,AS
1333,independent,2008-04-19,10km,landslide,rain,2,3.0,Germany,DE,13.4343,54.417,EU
1335,www.thesmokymountaintimes.com,2013-05-08,10km,landslide,rain,2,0.0,United States,US,-83.4985,35.3884,NA
1340,newsinfo.inquirer,2012-12-27,10km,landslide,rain,2,2.0,Philippines,PH,123.5841,13.3201,AS
1342,Canton Rep.com,2007-03-22,5km,landslide,rain,1,0.0,United States,US,-81.4305,40.5175,NA
1348,www.wbir.com,2013-01-16,5km,mudslide,rain,2,0.0,United States,US,-83.9789,36.5539,NA
1362,Reuters - AlertNet.org,2007-03-26,unknown,landslide,rain,2,3.0,Yemen,YE,43.9605,15.4508,AS
1366,www.wlos.com,2013-01-18,5km,mudslide,rain,2,0.0,United States,US,-83.0992,35.5278,NA
1378,thestatesman.net,2007-07-26,50km,landslide,rain,2,2.0,India,IN,91.88,25.38,AS
1390,www.smh.com.au,2013-03-03,5km,landslide,rain,2,2.0,Australia,AU,151.1112,-29.7736,OC
1397,beforeitsnews.com,2013-04-26,5km,landslide,rain,3,6.0,Trinidad and Tobago,TT,-60.6764,11.1954,NA
1401,greaterkashmir,2008-01-09,25km,landslide,rain,2,2.0,India,IN,75.24528226,33.23738085,AS
1403,dailybreeze,2010-02-05,5km,mudslide,downpour,1,0.0,United States,US,-118.3218,33.7248,NA
1418,Red Cross - Field reports,2007-07-30,25km,landslide,downpour,2,1.0,India,IN,92.96700000000001,22.479,AS
1432,news.postbulletin,2008-07-16,5km,mudslide,flooding,1,0.0,United States,US,-91.34,43.89,NA
1446,island,2008-05-02,unknown,mudslide,tropical_cyclone,2,4.0,Myanmar [Burma],MM,96.1703,17.7963,AS
1455,zambotimes,2012-05-13,25km,landslide,downpour,2,1.0,Philippines,PH,124.946,6.3344,AS
1459,merredin.yourguide,2008-06-06,25km,complex,rain,1,1.0,Australia,AU,152.8915,-26.8494,OC
1461,newsday.tt,2008-12-19,5km,complex,downpour,2,2.0,Trinidad and Tobago,TT,-61.54600000000001,10.716,NA
1468,wtov9,2008-03-14,5km,mudslide,rain,1,0.0,United States,US,-80.613,40.4634,NA
1490,straitstimes,2008-10-26,50km,landslide,downpour,2,2.0,Vietnam,VN,108.69,15.3239,AS
1491,gmanews,2008-06-06,25km,landslide,rain,2,2.0,Philippines,PH,123.9013,10.3114,AS
1507,b92,2010-01-12,25km,landslide,downpour,2,1.0,Serbia,RS,21.576999999999998,42.8296,EU
1509,insidecostarica,2012-05-13,10km,landslide,downpour,2,1.0,Costa Rica,CR,-84.0074,10.1981,NA
1521,hindustantimes,2012-08-29,5km,landslide,downpour,2,1.0,India,IN,74.0934,33.775,AS
1535,ICL,2007-05-08,50km,landslide,rain,2,2.0,India,IN,75.23100000000001,33.242,AS
1537,Antara News,2010-05-21,50km,landslide,downpour,2,1.0,Bhutan,BT,89.5187916,27.21898773,AS
1543,Borneo Bulletin - Brunei Direct,2007-01-08,10km,landslide,rain,2,3.0,Brunei,BN,114.917,4.9833,AS
1544,sfgate,2008-10-08,5km,rock_fall,freeze_thaw,2,0.0,United States,US,-119.5676,37.75,NA
1572,www.9news.com,2013-07-28,5km,mudslide,downpour,2,0.0,United States,US,-105.2801,40.6124,NA
1574,greaterkashmir,2008-05-05,50km,landslide,downpour,2,1.0,India,IN,74.9845,33.9513,AS
1575,starbulletin,2008-12-11,5km,landslide,downpour,1,0.0,United States,US,-157.933,21.375,NA
1585,business-standard,2012-08-24,5km,landslide,downpour,2,1.0,India,IN,77.0969,30.9044,AS
1594,columbian,2012-12-30,1km,landslide,rain,2,0.0,United States,US,-122.7257,45.816,NA
1601,www.gmanetwork.com,2013-02-25,25km,landslide,rain,2,2.0,Philippines,PH,125.4137,6.8426,AS
1608,The hindu.com,2007-08-25,25km,landslide,rain,2,2.0,India,IN,88.4308,27.0713,AS
1628,georgia-skywarn.blogspot,2008-07-22,10km,mudslide,downpour,2,0.0,United States,US,-114.06,44.98,NA
1629,mysinchew,2012-09-24,1km,mudslide,downpour,2,2.0,Japan,JP,139.6421,35.4481,AS
1635,articles.timesofindia.indiatimes.com,2013-07-06,50km,landslide,downpour,2,1.0,India,IN,77.7241,31.1628,AS
1653,thestar.com,2009-09-19,5km,landslide,downpour,2,0.0,Malaysia,MY,101.7673,3.1857,AS
1660,NTD Televistion,2011-07-13,unknown,mudslide,downpour,3,11.0,China,CN,101.0280474,30.0428659,AS
1699,sanfrancisco.cbslocal,2012-12-05,5km,landslide,rain,2,0.0,United States,US,-121.7725,36.8071,NA
1701,news24,2008-07-06,5km,mudslide,downpour,2,2.0,South Africa,ZA,18.66,-33.15,AF
1708,abclocal.go,2008-02-16,1km,landslide,rain,2,0.0,United States,US,-122.4936,37.6475,NA
1721,www.thejakartapost.com,2013-07-29,5km,landslide,monsoon,2,3.0,Indonesia,ID,104.7045,-5.4589,AS
1723,klewtv,2012-04-01,1km,landslide,downpour,2,0.0,United States,US,-116.6566,46.6007,NA
1753,ibnlive.in,2012-08-18,5km,landslide,downpour,2,1.0,India,IN,78.071,32.2278,AS
1766,Philippine Information Agency,2011-05-19,25km,landslide,downpour,2,1.0,Philippines,PH,125.669611,7.743877992000001,AS
1772,williamsondailynews,2008-07-09,exact,landslide,downpour,1,0.0,United States,US,-82.26,37.66,NA
1780,honoluluadvertiser,2008-12-11,1km,mudslide,downpour,1,0.0,United States,US,-158.0336,21.505,NA
1785,articles.timesofindia.indiatimes.com,2013-07-04,unknown,landslide,continuous_rain,2,1.0,India,IN,80.2386,30.0712,AS
1786,www.newindianexpress.com,2013-07-25,5km,landslide,continuous_rain,2,1.0,India,IN,78.6185,30.8203,AS
1790,thestatesman.net,2007-08-29,10km,landslide,rain,2,2.0,India,IN,88.2548,27.0096,AS
